id;id_produto;id_pessoa;referencia;preco_compra;multiplicador;divisor
248;10513;0;7898623952942;0.000;0.000;0.000
249;10514;0;7898623952942;0.000;0.000;0.000
250;10515;0;7898623954304;0.000;0.000;0.000
251;10516;0;7898623956865;0.000;0.000;0.000
252;10517;0;7898623956872;0.000;0.000;0.000
253;10518;0;7891150051898;0.000;0.000;0.000
254;10519;0;7891150029606;0.000;0.000;0.000
255;10520;0;7891150018778;0.000;0.000;0.000
256;10521;0;7891150029538;0.000;0.000;0.000
257;10522;0;7891150051911;0.000;0.000;0.000
258;10523;0;7891150055711;0.000;0.000;0.000
259;10524;0;7896013540748;0.000;0.000;0.000
260;10525;0;4005808817207;0.000;0.000;0.000
261;10526;0;7896007550203;0.000;0.000;0.000
262;10529;0;7896235353263;0.000;0.000;0.000
263;10530;0;7891991010023;0.000;0.000;0.000
264;10531;0;7891991000796;0.000;0.000;0.000
265;10532;0;7898650900541;0.000;0.000;0.000
266;10534;0;7898931478523;0.000;0.000;0.000
267;10535;0;7898933879120;0.000;0.000;0.000
268;10536;0;7898931288474;0.000;0.000;0.000
269;10537;0;7898931012451;0.000;0.000;0.000
270;10538;0;7500435154420;0.000;0.000;0.000
271;10539;0;7896034680171;0.000;0.000;0.000
272;10540;0;7891000310199;0.000;0.000;0.000
273;10541;0;7892840816001;0.000;0.000;0.000
274;10542;0;7891965120178;0.000;0.000;0.000
275;10543;0;7896006420347;0.000;0.000;0.000
276;10544;0;7896213005191;0.000;0.000;0.000
277;10545;0;7896213005184;0.000;0.000;0.000
278;10546;0;7891999004888;0.000;0.000;0.000
279;10547;0;7892840816834;0.000;0.000;0.000
280;10548;0;7896090082148;0.000;0.000;0.000
281;10549;0;7896213005221;0.000;0.000;0.000
282;10550;0;7896264670591;0.000;0.000;0.000
283;10551;0;7898912184085;0.000;0.000;0.000
284;10555;0;7891000115848;0.000;0.000;0.000
285;10556;0;7891000118115;0.000;0.000;0.000
286;10557;0;7891000115800;0.000;0.000;0.000
287;10558;0;7891000118054;0.000;0.000;0.000
288;10559;0;7891991006125;0.000;0.000;0.000
289;10560;0;7896029018958;0.000;0.000;0.000
290;10561;0;7891008414127;0.000;0.000;0.000
291;10562;0;7898665521816;0.000;0.000;0.000
292;10563;0;7898665521724;0.000;0.000;0.000
293;10564;0;7896214532603;0.000;0.000;0.000
294;10565;0;7896214532207;0.000;0.000;0.000
295;10566;0;7899916906031;0.000;0.000;0.000
296;10567;0;7898115432907;0.000;0.000;0.000
297;10568;0;7898115438053;0.000;0.000;0.000
298;10574;0;7893249381558;0.000;0.000;0.000
299;10575;0;7893249381558;0.000;0.000;0.000
300;10576;0;7893249381558;0.000;0.000;0.000
301;10577;0;7893249381558;0.000;0.000;0.000
302;10578;0;7893249381558;0.000;0.000;0.000
303;10580;0;78938793;0.000;0.000;0.000
304;10581;0;7891091048421;0.000;0.000;0.000
305;10582;0;7622210762962;0.000;0.000;0.000
306;10583;0;7898403780659;0.000;0.000;0.000
307;10584;0;7898403780932;0.000;0.000;0.000
308;10585;0;7898403780635;0.000;0.000;0.000
309;10586;0;7898065737756;0.000;0.000;0.000
310;10587;0;7898301335227;0.000;0.000;0.000
311;10588;0;7891150068285;0.000;0.000;0.000
312;10590;0;7891132008704;0.000;0.000;0.000
313;10591;0;7896213005276;0.000;0.000;0.000
314;10592;0;7896013102847;0.000;0.000;0.000
315;10593;0;7891000304020;0.000;0.000;0.000
316;10594;0;7891000329450;0.000;0.000;0.000
317;10595;0;7891000329498;0.000;0.000;0.000
318;10596;0;7896029071335;0.000;0.000;0.000
319;10597;0;7896029046623;0.000;0.000;0.000
320;10598;0;7896641309649;0.000;0.000;0.000
321;10599;0;7896641309649;0.000;0.000;0.000
322;10600;0;7896641309649;0.000;0.000;0.000
323;10601;0;7898552175047;0.000;0.000;0.000
324;10602;0;7898552175047;0.000;0.000;0.000
325;10603;0;7898552174873;0.000;0.000;0.000
326;10604;0;7898552174873;0.000;0.000;0.000
327;10605;0;7898552174958;0.000;0.000;0.000
328;10606;0;7898552175085;0.000;0.000;0.000
329;10607;0;7898552174934;0.000;0.000;0.000
330;10608;0;7898552175030;0.000;0.000;0.000
331;10609;0;7898552175030;0.000;0.000;0.000
332;10610;0;7898552175115;0.000;0.000;0.000
333;10611;0;7898552175115;0.000;0.000;0.000
334;10612;0;7898552174941;0.000;0.000;0.000
335;10613;0;7898552174941;0.000;0.000;0.000
336;10614;0;7898552175122;0.000;0.000;0.000
337;10615;0;7898552175122;0.000;0.000;0.000
338;10616;0;7898552175009;0.000;0.000;0.000
339;10617;0;7898552175009;0.000;0.000;0.000
340;10618;0;7898552175153;0.000;0.000;0.000
341;10619;0;7898552175153;0.000;0.000;0.000
342;10620;0;7898552174897;0.000;0.000;0.000
343;10621;0;7891000307120;0.000;0.000;0.000
344;10622;0;7891024034590;0.000;0.000;0.000
345;10623;0;7891024183021;0.000;0.000;0.000
346;10625;0;7896061917004;0.000;0.000;0.000
347;10626;0;7896061917004;0.000;0.000;0.000
348;10627;0;7896061915307;0.000;0.000;0.000
349;10628;0;7891024037928;0.000;0.000;0.000
350;10629;0;7891024037928;0.000;0.000;0.000
351;10630;0;7891024037928;0.000;0.000;0.000
352;10631;0;7891024037904;0.000;0.000;0.000
353;10632;0;7891035502231;0.000;0.000;0.000
354;10637;0;7894900559019;0.000;0.000;0.000
355;10638;0;7896110094595;0.000;0.000;0.000
356;10639;0;78940734;0.000;0.000;0.000
358;778;2;000001;185.000;30.000;0.000
359;4779;2;000004;209.000;30.000;0.000
361;2115;3;34444;2.630;0.000;0.000
362;7394;3;34401;4.990;0.000;0.000
363;7863;3;34428;3.800;0.000;0.000
367;1059;3;299133;2.700;0.000;0.000
368;2625;4;000006104588;1.370;0.000;0.000
369;8419;4;000006104630;1.370;0.000;0.000
370;3755;4;000006104586;1.370;0.000;0.000
371;1487;4;000006104590;1.370;0.000;0.000
372;1434;4;000006104592;1.370;0.000;0.000
373;3756;4;000006104593;1.370;0.000;0.000
374;1489;4;000006104594;1.370;0.000;0.000
375;886;4;000006000210;2.930;0.000;0.000
376;882;4;000006000026;2.930;0.000;0.000
377;2710;4;000006102017;2.930;0.000;0.000
378;885;4;000006102070;2.930;0.000;0.000
379;883;4;000006000018;2.930;0.000;0.000
380;884;4;000006000019;2.930;0.000;0.000
381;2735;4;000007181115;71.710;10.000;0.000
382;10639;4;000007190828;371.230;24.000;0.000
385;10166;4;000007197404;24.680;14.000;0.000
386;3166;4;000007130125;24.680;14.000;0.000
387;3163;4;000007130124;24.680;14.000;0.000
388;3167;4;000007130241;24.680;14.000;0.000
389;8656;4;000019090266;2.810;0.000;0.000
391;10640;0;000019090293;0.000;0.000;0.000
392;10640;4;000019090293;2.810;0.000;0.000
393;8659;4;000019090260;2.810;0.000;0.000
395;9112;4;000019090264;2.810;0.000;0.000
396;8661;4;000019090263;2.810;0.000;0.000
397;655;4;000019900085;53.500;50.000;0.000
398;649;4;000019090087;53.500;50.000;0.000
399;663;4;000019000011;53.500;50.000;0.000
400;660;4;000019000012;53.500;50.000;0.000
401;665;4;000019000010;53.500;50.000;0.000
402;678;4;000019090230;1.510;50.000;0.000
403;10641;0;000019090267;0.000;0.000;0.000
404;10641;4;000019090267;53.500;50.000;0.000
405;651;4;000019090086;53.500;50.000;0.000
406;9350;4;000019090269;53.500;50.000;0.000
407;3336;5;1000239PZ;2.236;0.000;0.000
408;5301;5;1000240PZ;2.028;0.000;0.000
410;10642;0;7894900915112;0.000;0.000;0.000
411;10642;5;1001643TF;1.638;0.000;0.000
413;8013;6;8000010-0;30.500;10.000;0.000
414;771;6;8001242-0;37.800;30.000;0.000
415;818;6;8001207-0;32.000;10.000;0.000
416;2688;6;8001206-0;34.500;10.000;0.000
417;9166;6;8001781-0;10.990;10.000;0.000
418;2133;6;8001599-0;15.990;10.000;0.000
419;4989;6;8000648-0;198.000;12.000;0.000
420;3110;6;8000238-0;126.950;25.000;0.000
421;3676;6;8000240-0;112.440;25.000;0.000
422;5500;6;8000237-0;41.110;25.000;0.000
423;3528;6;8000396-0;45.330;24.000;0.000
424;1968;6;8000003-0;45.590;48.000;0.000
425;4499;6;8000563-0;115.750;96.000;0.000
426;10643;0;7891150058903;0.000;0.000;0.000
427;10644;0;7898272919679;0.000;0.000;0.000
428;10647;0;7898398450230;0.000;0.000;0.000
429;10648;0;2031500004357;0.000;0.000;0.000
430;10649;0;7896036090893;0.000;0.000;0.000
431;10650;0;7898012298095;0.000;0.000;0.000
432;10651;0;7898012298118;0.000;0.000;0.000
433;10652;0;7898012298088;0.000;0.000;0.000
434;10653;0;7898012298101;0.000;0.000;0.000
435;10654;0;7896369610553;0.000;0.000;0.000
436;10655;0;7896369610249;0.000;0.000;0.000
437;10656;0;7898552174965;0.000;0.000;0.000
438;10657;0;7898552175092;0.000;0.000;0.000
439;10658;0;7898905957078;0.000;0.000;0.000
440;10659;0;7896213005214;0.000;0.000;0.000
441;10660;0;7892840816728;0.000;0.000;0.000
442;10661;0;7898062737599;0.000;0.000;0.000
443;10662;0;7891150061033;0.000;0.000;0.000
444;10664;0;7897517209414;0.000;0.000;0.000
445;10665;0;7897000800456;0.000;0.000;0.000
446;10666;0;021200510052;0.000;0.000;0.000
447;10667;0;021200510069;0.000;0.000;0.000
448;10668;0;7896213005306;0.000;0.000;0.000
449;10669;0;7896213005337;0.000;0.000;0.000
450;10670;0;7896213005337;0.000;0.000;0.000
451;10671;0;7896213005337;0.000;0.000;0.000
452;10672;0;7896213005290;0.000;0.000;0.000
453;10673;0;7891000284933;0.000;0.000;0.000
454;10674;0;7893000005976;0.000;0.000;0.000
455;10675;0;7893000005969;0.000;0.000;0.000
456;10676;0;7897517209414;0.000;0.000;0.000
457;10679;0;7897517209414;0.000;0.000;0.000
458;10680;0;7891000325773;0.000;0.000;0.000
459;10681;0;7891000255742;0.000;0.000;0.000
460;10682;0;7891000255742;0.000;0.000;0.000
461;10683;0;7891000255773;0.000;0.000;0.000
462;10684;0;7896235353911;0.000;0.000;0.000
463;10685;0;7896005216859;0.000;0.000;0.000
464;10686;0;7896005216927;0.000;0.000;0.000
465;10687;0;7891991015868;0.000;0.000;0.000
498;10720;0;7891024034828;0.000;0.000;0.000
499;10721;0;7891150072145;0.000;0.000;0.000
500;10722;0;7896080900582;0.000;0.000;0.000
501;10723;0;7891150049604;0.000;0.000;0.000
502;10724;0;7891150067509;0.000;0.000;0.000
503;10725;0;7898507563592;0.000;0.000;0.000
504;10726;0;7891134009259;0.000;0.000;0.000
505;10727;0;7898389360159;0.000;0.000;0.000
506;10728;0;7898416971051;0.000;0.000;0.000
507;10731;0;7891132082568;0.000;0.000;0.000
508;10732;0;7891132082445;0.000;0.000;0.000
509;10733;0;7891132009183;0.000;0.000;0.000
510;10734;0;7891132082520;0.000;0.000;0.000
511;10735;0;7891132082520;0.000;0.000;0.000
512;10736;0;7891132082469;0.000;0.000;0.000
513;10737;0;7891132082223;0.000;0.000;0.000
514;10738;0;7891132082322;0.000;0.000;0.000
515;10739;0;7891132082407;0.000;0.000;0.000
516;10740;0;7891132082483;0.000;0.000;0.000
517;10741;0;7891079013045;0.000;0.000;0.000
518;10742;0;7891024127704;0.000;0.000;0.000
519;10743;0;7509546651040;0.000;0.000;0.000
520;10744;0;7509546651040;0.000;0.000;0.000
521;10745;0;7622210689795;0.000;0.000;0.000
522;10746;0;7898037640572;0.000;0.000;0.000
523;10747;0;7891000310151;0.000;0.000;0.000
524;10748;0;7896029002049;0.000;0.000;0.000
525;10749;0;7896071025423;0.000;0.000;0.000
526;10750;0;8435477904322;0.000;0.000;0.000
527;10751;0;7898279790776;0.000;0.000;0.000
528;10752;0;7898591455001;0.000;0.000;0.000
529;10753;0;7898591457814;0.000;0.000;0.000
531;10756;0;7896213004811;0.000;0.000;0.000
532;10757;0;7896213004781;0.000;0.000;0.000
533;10758;0;7896213005313;0.000;0.000;0.000
534;10759;0;7896213004576;0.000;0.000;0.000
535;10760;0;7896264670577;0.000;0.000;0.000
536;10761;0;7896005030387;0.000;0.000;0.000
537;10762;0;7896005030400;0.000;0.000;0.000
538;10763;0;7891152800937;0.000;0.000;0.000
539;10764;0;7891152800937;0.000;0.000;0.000
540;10765;0;7891152800937;0.000;0.000;0.000
541;10766;0;7891152800517;0.000;0.000;0.000
571;10796;0;7891152800968;0.000;0.000;0.000
572;10797;0;7896024726667;0.000;0.000;0.000
573;10798;0;7896024726582;0.000;0.000;0.000
574;10799;0;7896024726827;0.000;0.000;0.000
575;10800;0;7891150071698;0.000;0.000;0.000
576;10801;0;7891035991141;0.000;0.000;0.000
577;10803;0;095188011627;0.000;0.000;0.000
578;10805;0;7898389364577;0.000;0.000;0.000
579;10806;0;7896021621262;0.000;0.000;0.000
580;10807;0;7894900086027;0.000;0.000;0.000
581;10808;0;7894900086027;0.000;0.000;0.000
582;10809;0;7898698260041;0.000;0.000;0.000
583;10810;0;7894900087123;0.000;0.000;0.000
584;10811;0;7894900087062;0.000;0.000;0.000
585;10812;0;7896002310352;0.000;0.000;0.000
586;10813;0;7898994747529;0.000;0.000;0.000
587;10814;0;7898994747529;0.000;0.000;0.000
588;10815;0;7893249161884;0.000;0.000;0.000
589;10816;0;7893249161822;0.000;0.000;0.000
590;10817;0;7893249161815;0.000;0.000;0.000
591;10818;0;7893249161853;0.000;0.000;0.000
592;10819;0;7893249711607;0.000;0.000;0.000
593;10820;0;7893249711669;0.000;0.000;0.000
594;10821;0;7893249711522;0.000;0.000;0.000
595;10822;0;7893249587417;0.000;0.000;0.000
596;10823;0;7893249567075;0.000;0.000;0.000
597;10824;0;7893249381541;0.000;0.000;0.000
598;10825;0;7893249381541;0.000;0.000;0.000
599;10826;0;7891150071094;0.000;0.000;0.000
600;10827;0;7891150071636;0.000;0.000;0.000
601;10828;0;3254648234564;0.000;0.000;0.000
602;10829;0;3252778261542;0.000;0.000;0.000
603;10830;0;3254648264455;0.000;0.000;0.000
604;10831;0;1230000987431;0.000;0.000;0.000
605;10832;0;7898037640565;0.000;0.000;0.000
606;10833;0;7898925479086;0.000;0.000;0.000
607;10834;0;7896005804254;0.000;0.000;0.000
608;10835;0;7898929904027;0.000;0.000;0.000
609;10836;0;7899805334204;0.000;0.000;0.000
610;10837;0;7898650860647;0.000;0.000;0.000
611;10838;0;7896001250765;0.000;0.000;0.000
612;10839;0;7896093500021;0.000;0.000;0.000
613;10840;0;7896093540096;0.000;0.000;0.000
614;10841;0;7896093542205;0.000;0.000;0.000
615;10842;0;7896093542632;0.000;0.000;0.000
616;10843;0;7896093542663;0.000;0.000;0.000
617;10844;0;7891000518540;0.000;0.000;0.000
618;10845;0;7506161216586;0.000;0.000;0.000
619;10846;0;7908228802747;0.000;0.000;0.000
620;10847;0;7506161220804;0.000;0.000;0.000
621;10848;0;7897584000020;0.000;0.000;0.000
622;10849;0;7898202610638;0.000;0.000;0.000
623;10850;0;7896322700307;0.000;0.000;0.000
624;10851;0;7896071021098;0.000;0.000;0.000
625;10854;0;7896036097458;0.000;0.000;0.000
626;10855;0;7891000276518;0.000;0.000;0.000
627;10856;0;7896283001710;0.000;0.000;0.000
628;10857;0;7896283001727;0.000;0.000;0.000
629;10858;0;7891000250259;0.000;0.000;0.000
630;10859;0;095188011634;0.000;0.000;0.000
631;10860;0;7898505140047;0.000;0.000;0.000
632;10861;0;7898505140023;0.000;0.000;0.000
633;10862;0;7898416970283;0.000;0.000;0.000
634;10863;0;7891000327029;0.000;0.000;0.000
635;10864;0;7891000311905;0.000;0.000;0.000
636;10865;0;7509546665061;0.000;0.000;0.000
637;10866;0;7896945402749;0.000;0.000;0.000
638;10867;0;7897928800019;0.000;0.000;0.000
639;10869;0;7891991006125;0.000;0.000;0.000
640;10870;0;7891152800531;0.000;0.000;0.000
641;10871;0;7891152800524;0.000;0.000;0.000
642;10872;0;7891152800524;0.000;0.000;0.000
643;10873;0;7891152800548;0.000;0.000;0.000
644;10874;0;7896213004989;0.000;0.000;0.000
645;10875;0;7896322700338;0.000;0.000;0.000
646;10876;0;7896005809518;0.000;0.000;0.000
647;10877;0;7891091048469;0.000;0.000;0.000
648;10878;0;7891175193795;0.000;0.000;0.000
649;10879;0;7896641332555;0.000;0.000;0.000
650;10880;0;7896641332579;0.000;0.000;0.000
651;10881;0;7898339100484;0.000;0.000;0.000
652;10882;0;80052487;0.000;0.000;0.000
653;10883;0;7896010400830;0.000;0.000;0.000
654;10884;0;7894900680508;0.000;0.000;0.000
655;10885;0;7891000325858;0.000;0.000;0.000
656;10886;0;7896688160449;0.000;0.000;0.000
657;10887;0;7891150071780;0.000;0.000;0.000
658;10888;0;7898247780075;0.000;0.000;0.000
659;10889;0;7896013108405;0.000;0.000;0.000
660;10890;0;7500435154222;0.000;0.000;0.000
661;10891;0;7898962794258;0.000;0.000;0.000
662;10892;0;7893249344591;0.000;0.000;0.000
663;10893;0;7893249587097;0.000;0.000;0.000
664;10894;0;7893249582573;0.000;0.000;0.000
665;10895;0;7893249582627;0.000;0.000;0.000
666;10896;0;7890732316387;0.000;0.000;0.000
667;10897;0;7890732316387;0.000;0.000;0.000
668;10898;0;7891266827363;0.000;0.000;0.000
669;10899;0;7893249603209;0.000;0.000;0.000
670;10900;0;7893249602974;0.000;0.000;0.000
671;10901;0;7893249332451;0.000;0.000;0.000
672;10902;0;7893249746241;0.000;0.000;0.000
673;10903;0;7893249320038;0.000;0.000;0.000
674;10904;0;7893249285030;0.000;0.000;0.000
675;10905;0;7891224994076;0.000;0.000;0.000
676;10906;0;7893249684307;0.000;0.000;0.000
677;10907;0;7893249582603;0.000;0.000;0.000
678;10908;0;7893249332697;0.000;0.000;0.000
679;10909;0;7891000325537;0.000;0.000;0.000
680;10910;0;7891150074026;0.000;0.000;0.000
681;10911;0;7891150075740;0.000;0.000;0.000
682;10912;0;7891150079533;0.000;0.000;0.000
683;10913;0;7891150078710;0.000;0.000;0.000
684;10914;0;7891098040671;0.000;0.000;0.000
685;10915;0;7898946757743;0.000;0.000;0.000
686;10916;0;7896102583182;0.000;0.000;0.000
687;10917;0;7896213005214;0.000;0.000;0.000
688;10918;0;7896213004989;0.000;0.000;0.000
689;10921;0;7894900531015;0.000;0.000;0.000
690;10922;0;7896213005443;0.000;0.000;0.000
691;10923;0;7896213005467;0.000;0.000;0.000
692;10924;0;7896213005450;0.000;0.000;0.000
693;10927;0;7898912823069;0.000;0.000;0.000
694;10928;0;7899446505964;0.000;0.000;0.000
695;10929;0;7896369610522;0.000;0.000;0.000
696;10930;0;7896213003029;0.000;0.000;0.000
697;10931;0;7897307401653;0.000;0.000;0.000
