188;10439;1;7893249174129;0.000
358;778;2;000001;30.000
359;4779;2;000004;30.000
361;2115;3;34444;0.000
362;7394;3;34401;0.000
363;7863;3;34428;0.000
367;1059;3;299133;0.000
368;2625;4;000006104588;0.000
369;8419;4;000006104630;0.000
370;3755;4;000006104586;0.000
371;1487;4;000006104590;0.000
372;1434;4;000006104592;0.000
373;3756;4;000006104593;0.000
374;1489;4;000006104594;0.000
375;886;4;000006000210;0.000
376;882;4;000006000026;0.000
377;2710;4;000006102017;0.000
378;885;4;000006102070;0.000
379;883;4;000006000018;0.000
380;884;4;000006000019;0.000
381;2735;4;000007181115;10.000
382;10639;4;000007190828;24.000
385;10166;4;000007197404;14.000
386;3166;4;000007130125;14.000
387;3163;4;000007130124;14.000
388;3167;4;000007130241;14.000
389;8656;4;000019090266;0.000
392;10640;4;000019090293;0.000
393;8659;4;000019090260;0.000
395;9112;4;000019090264;0.000
396;8661;4;000019090263;0.000
397;655;4;000019900085;50.000
398;649;4;000019090087;50.000
399;663;4;000019000011;50.000
400;660;4;000019000012;50.000
401;665;4;000019000010;50.000
404;10641;4;000019090267;50.000
405;651;4;000019090086;50.000
406;9350;4;000019090269;50.000
407;3336;5;1000239PZ;0.000
408;5301;5;1000240PZ;0.000
411;10642;5;1001643TF;0.000
413;8013;6;8000010-0;10.000
414;771;6;8001242-0;30.000
415;818;6;8001207-0;10.000
416;2688;6;8001206-0;10.000
417;9166;6;8001781-0;10.000
418;2133;6;8001599-0;10.000
419;4989;6;8000648-0;12.000
420;3110;6;8000238-0;25.000
421;3676;6;8000240-0;25.000
422;5500;6;8000237-0;25.000
423;3528;6;8000396-0;24.000
424;1968;6;8000003-0;48.000
425;4499;6;8000563-0;96.000
402;678;4;000019090230;50.000
1137;1055;3;299134;0.000
1191;6552;14;205;24.000
1192;5576;14;182;24.000
1193;5052;14;9871;0.000
1194;8549;14;9121;0.000
1195;5051;14;9868;0.000
1146;572;10;01001001;12.000
1147;568;10;01001002;6.000
1148;9474;10;01001003;2.000
1149;536;10;01002003;12.000
1150;565;10;01002006;6.000
1151;3041;10;01002008;12.000
1153;3027;10;01003010;24.000
1154;3028;10;01003011;24.000
1155;3671;10;01003012;24.000
1156;11495;10;01003013;12.000
1157;11138;10;01003015;12.000
1158;418;10;01004001;12.000
1160;1269;10;02006001;12.000
1161;1247;10;02006002;12.000
1162;1750;10;03009007;10.000
1163;1751;10;03009008;10.000
1172;11496;13;300047781;0.000
1173;11106;13;300047783;0.000
1174;11477;13;300053147;0.000
1175;3442;13;300004269;0.000
1176;11206;13;300053332;0.000
1177;10660;13;300047700;0.000
1178;10089;13;300047675;0.000
1179;11023;13;300052956;0.000
1180;11185;13;300047146;0.000
1181;11251;13;300047519;0.000
1182;11251;13;7892840816803;0.000
1184;11138;10;7896093500205;0.000
1186;8261;14;13674;0.000
1196;11499;14;10356;20.000
1187;3521;14;9236;12.000
1188;2719;14;9240;12.000
1189;3828;14;9250;12.000
1190;8853;14;9564;12.000
1197;761;14;239;24.000
1198;764;14;238;24.000
1199;4501;14;3090;16.000
1200;8852;14;1432;0.000
1201;9482;14;10148;0.000
1202;9439;14;2211;0.000
1203;10916;14;2252;0.000
1204;9727;14;11246;12.000
1205;3047;14;3703;24.000
1206;3023;14;3701;24.000
1207;427;14;3711;24.000
1209;11500;14;13952;96.000
1210;11273;14;6134;16.000
1211;9069;14;5587;0.000
1212;1396;14;5585;0.000
1213;3483;14;32;24.000
1214;3480;14;39;24.000
1215;9777;14;12931;24.000
1216;8023;14;4939;24.000
1217;8022;14;4938;24.000
1218;4397;14;72;12.000
1219;2898;14;71;24.000
1220;11501;14;2734;0.000
1221;11502;14;16599;0.000
1222;7323;4;000253003239;0.000
1223;7322;4;000253001170;0.000
1224;7321;4;000253001163;0.000
1225;2235;4;000253002592;0.000
1226;3359;4;000253002561;0.000
1227;6619;4;000253002430;0.000
1228;11503;4;000253004977;0.000
1229;7754;4;000253005219;0.000
1230;11504;4;000253006810;0.000
1231;7598;4;000253005226;0.000
1232;1825;4;000253147406;0.000
1233;11505;4;002656902074;0.000
1241;11513;4;002002971086;0.000
1244;3360;4;000253002639;0.000
1245;11516;4;000253002585;0.000
1246;8704;4;000253002461;0.000
1247;11517;4;000253004731;0.000
1248;9092;4;000253008630;0.000
1249;11518;4;000253004984;0.000
1250;1556;5;1000090PZ;0.000
1251;96;5;1200422CP;0.000
1252;8336;5;1000046PZ;0.000
1253;10637;5;1000049TF;0.000
1254;8870;5;1000104PZ;0.000
1255;6722;5;1000131PZ;0.000
1256;10236;5;1000136PZ;0.000
1257;11187;5;1000139PZ;0.000
1258;1567;5;1000149PZ;0.000
1259;1601;5;1000158PZ;0.000
1260;9279;5;1000167TF;0.000
1261;1617;5;1000214PZ;0.000
1262;11478;5;1000291PZ;0.000
1263;11519;5;1000479TF;0.000
1264;1547;5;1000570PZ;0.000
1265;1557;5;1000576PZ;0.000
1266;1542;5;1001541PZ;0.000
1267;260;5;1001727CP;0.000
1268;4273;5;1001728CP;0.000
1269;1546;5;1001751PZ;0.000
1270;1548;5;1001817PZ;0.000
1271;1506;5;1001868TF;0.000
1272;10391;5;1001875PZ;0.000
1273;2463;5;1002063PZ;0.000
1274;1515;5;1002076TF;0.000
1275;6202;5;1003106PZ;0.000
1276;11202;5;1008932PZ;0.000
1278;6515;5;1002651PZ;0.000
1279;11241;5;1010250PZ;0.000
1280;9880;5;1200066CT;0.000
1281;10219;5;1200075CT;0.000
1282;3957;5;1200271CT;0.000
1283;91;5;1200421CP;0.000
1284;7232;5;1202128CT;0.000
1285;9882;5;1202715CT;0.000
1286;11277;5;1203003CT;0.000
1287;11136;5;1203005CT;0.000
1288;11136;5;7894900087079;0.000
1289;11277;5;7894900087130;0.000
1290;10637;5;7894900559019;0.000
1340;9018;19;4467;0.000
1341;11523;19;4777;0.000
1291;777;2;000002;30.000
1292;781;2;000037;30.000
1293;3564;15;8;27.000
1294;1090;15;3;50.000
1295;7536;15;33;12.000
1296;106;15;5;6.000
1297;2526;15;4;12.000
1298;1089;15;1;50.000
1299;10088;15;37;12.000
1300;1098;15;25;12.000
1301;1099;15;26;12.000
1302;46;15;18;12.000
1303;2699;15;14;27.000
1304;1065;3;299136;0.000
1305;3853;3;299121;0.000
1306;10958;3;299131;0.000
1307;9625;3;299143;0.000
1308;9760;3;299035;0.000
1309;9759;3;299034;0.000
1310;2895;3;243744;0.000
1311;7642;3;269247;0.000
1312;817;3;298959;0.000
1313;11520;3;299075;0.000
1314;741;3;299080;0.000
1315;819;3;298967;0.000
1316;743;3;299057;0.000
1317;11173;3;307967;0.000
1318;8915;3;242039;0.000
1319;5112;3;299096;0.000
1320;4582;3;299097;0.000
1321;2881;3;269166;0.000
1322;6281;3;289381;0.000
1323;9912;3;300527;0.000
1324;9910;3;299120;0.000
1325;10958;3;7891048038482;0.000
1326;8154;16;104292;0.000
1327;7477;16;104291;0.000
1328;7709;16;104333;0.000
1329;7328;16;104332;0.000
1330;7329;16;104290;0.000
1331;11169;16;107202;0.000
1332;4882;16;103730;0.000
1333;4020;16;105702;0.000
1336;8224;18;000000000012365023;0.000
1337;483;19;2103;0.000
1338;9228;19;4164;0.000
1342;9081;19;4441;0.000
1343;9176;19;4443;0.000
1344;9177;19;4444;0.000
1345;11524;19;5490;0.000
1346;9352;19;4779;0.000
1347;9353;19;4778;0.000
1348;10018;19;5259;0.000
1349;1373;19;2260;0.000
1350;10018;19;7891150068292;0.000
1351;2926;19;2170;0.000
1352;2927;19;2171;0.000
1353;2899;19;2146;0.000
1354;2545;19;3263;0.000
1355;2920;19;2265;0.000
1356;482;19;2102;0.000
1357;8599;19;4163;0.000
1358;1072;14;9252;12.000
1359;3113;4;000160002522;0.000
1360;7995;4;000160058056;0.000
1361;3685;4;000160002523;0.000
1362;2195;4;000160088654;0.000
1363;3602;4;000160001079;0.000
1364;2922;4;000160096190;0.000
1365;3709;4;000966000777;0.000
1366;8617;4;001007006580;0.000
1369;9459;4;001666010021;0.000
1370;10134;4;001666014791;0.000
1374;2900;4;001084000307;12.000
1375;2530;4;002740040108;12.000
1376;9975;4;002263179415;8.000
1377;8359;4;002263076859;16.000
1378;10891;4;002263089651;16.000
1379;1619;4;002263000513;8.000
1380;2963;4;002263000520;8.000
1381;3776;20;0001020;20.000
1382;9541;20;0001063;20.000
1383;10729;20;0001070;30.000
1384;898;20;0001109;20.000
1385;899;20;0001110;20.000
1386;893;20;0001112;20.000
1387;4033;20;0001115;10.000
1388;9966;20;0001154;20.000
1389;925;20;0001174;20.000
1390;894;20;0001191;20.000
1391;929;20;0001202;20.000
1392;11526;20;0001739;4.000
1393;3538;20;0002001;0.000
1394;11527;20;0004853;24.000
1395;11528;20;0004856;24.000
1397;11530;20;0006188;50.000
1399;11278;20;0006191;50.000
1400;3838;20;0006197;40.000
1401;11123;20;0006198;40.000
1402;2611;20;0006330;24.000
1403;11123;20;7891091061987;0.000
1404;11278;20;7891091061918;0.000
1405;58;13;300004357;0.000
1406;10320;13;300047782;0.000
1407;10323;13;300047615;0.000
1408;9255;13;300044729;0.000
1409;11270;13;300047106;0.000
1410;9340;13;300044696;0.000
1411;10023;13;300047092;0.000
1412;11532;13;300052955;0.000
1413;10023;13;7892840816339;0.000
1414;11270;13;7892840816346;0.000
1415;1015;21;000000000075054;30.000
1418;11533;21;000000000075295;36.000
1421;808;22;86;10.000
1422;7253;22;54;20.000
1423;768;22;40;10.000
1424;773;22;57;10.000
1426;10982;22;10728;20.000
1427;3819;22;94;30.000
1428;10982;22;7898272919686;0.000
1429;1315;23;102;12.000
1430;4022;23;105;12.000
1431;1272;23;162;12.000
1432;2935;23;169;12.000
1433;2915;23;192;12.000
1434;1254;23;444;12.000
1435;4021;23;47;12.000
1436;8695;23;694;12.000
1437;8847;23;784;72.000
1438;9471;23;785;72.000
1439;8973;23;786;72.000
1440;8848;23;787;72.000
1441;8845;23;788;72.000
1442;8974;23;789;72.000
1443;8846;23;790;72.000
1444;8906;23;793;72.000
1445;9470;23;794;72.000
1446;9782;23;834;24.000
1447;9385;23;839;12.000
1448;9384;23;841;12.000
1449;10143;23;863;24.000
1450;1260;23;96;12.000
1451;4525;23;99;12.000
1452;4973;23;23;24.000
1453;5436;23;32;24.000
1454;1747;23;33;24.000
1455;1748;23;34;24.000
1456;10143;23;7896013108634;0.000
1457;10134;4;7896001210097;0.000
1458;10891;4;7898962794258;0.000
1459;11535;19;4724;17.000
1460;11536;19;1547;15.000
1461;8544;19;4258;17.000
1462;8692;19;2042;17.000
1463;8452;19;2044;17.000
1464;8451;19;3961;17.000
1465;8450;19;2045;17.000
1466;8543;19;3958;17.000
1467;8710;19;4211;0.000
1468;6629;19;31;0.000
1469;9448;19;3967;15.000
1470;4757;19;1555;15.000
1471;4754;19;1542;15.000
1472;4442;19;1543;15.000
1473;5001;19;1541;15.000
1474;7421;19;1893;18.000
1475;4723;19;1038;21.000
1476;11537;19;1042;21.000
1477;3158;19;1037;21.000
1478;9813;19;4127;21.000
1480;8833;19;4118;21.000
1481;1230;19;199;0.000
1482;11430;19;5832;0.000
1483;10237;19;5545;0.000
1486;11539;19;1544;15.000
1487;7353;19;2927;15.000
1488;4445;19;1554;15.000
1489;11430;19;7622210592668;0.000
1490;3050;23;133;12.000
1491;6392;23;134;6.000
1492;575;23;234;12.000
1493;3974;23;237;6.000
1494;3367;23;258;6.000
1495;4042;23;260;12.000
1496;4043;23;263;12.000
1497;2020;23;285;12.000
1498;3034;23;287;12.000
1499;4480;23;288;12.000
1500;4124;23;312;12.000
1501;4481;23;331;12.000
1502;4479;23;336;12.000
1503;3038;23;337;12.000
1504;469;23;358;12.000
1505;464;23;359;6.000
1506;3052;23;38;12.000
1507;3368;23;42;6.000
1508;356;23;448;12.000
1509;4082;23;458;12.000
1510;5336;23;459;12.000
1511;3366;23;484;6.000
1512;569;23;485;6.000
1513;4081;23;557;12.000
1514;4085;23;558;12.000
1515;570;23;561;6.000
1516;6201;23;581;12.000
1517;4029;23;586;12.000
1518;2979;23;587;12.000
1519;2982;23;588;4.000
1520;3903;23;592;24.000
1521;3905;23;593;24.000
1522;3904;23;594;24.000
1523;3020;23;595;24.000
1524;3022;23;598;24.000
1525;2023;23;60;12.000
1526;7482;23;62;12.000
1527;465;23;631;12.000
1528;8783;23;679;4.000
1535;8516;23;736;60.000
1536;8515;23;739;40.000
1537;9632;23;748;12.000
1538;8872;23;761;12.000
1539;8873;23;763;6.000
1540;461;23;808;6.000
1541;8871;23;811;4.000
1542;9212;23;820;12.000
1543;9634;23;833;50.000
1544;2022;23;86;12.000
1545;10260;23;866;4.000
1546;11085;23;888;12.000
1547;11083;23;890;12.000
1548;11082;23;891;12.000
1549;10260;23;7896013108665;0.000
1550;3856;24;2846;0.000
1551;5271;24;1035;0.000
1552;7263;17;21;0.000
1553;235;17;12119803;0.000
1554;9791;4;000019090297;50.000
1555;680;4;000019090130;50.000
1557;11540;4;000007112098;84.000
1558;682;4;000019090060;50.000
1559;10167;4;78940741;0.000
1560;10639;4;78940734;0.000
1565;11541;25;7909690175988;0.000
1566;11542;25;7909690176008;0.000
1567;11543;25;7909690176015;0.000
1568;11544;25;7909690176046;0.000
1569;11545;25;7909690206934;0.000
1570;11546;25;7909690206941;0.000
1571;11547;25;7909690206958;0.000
1572;11548;25;7909690173380;0.000
1573;11549;25;7909690173397;0.000
1574;11550;25;7909690174189;0.000
1575;11551;25;7893249262116;0.000
1576;11552;25;7893249262123;0.000
1577;11553;25;7909690251804;0.000
1578;11554;25;7909690251811;0.000
1579;11555;25;7909690251835;0.000
1580;11556;25;7909690251705;0.000
1581;11557;25;7890557699498;0.000
1582;10577;25;7890557699504;0.000
1583;11558;25;7890557699511;0.000
1584;11559;25;7891109789780;6.000
1585;11560;25;7891109789797;6.000
1586;11561;25;7891109789803;6.000
1587;11562;25;7891109789841;6.000
1588;11563;25;7891109789858;6.000
1589;11564;25;7891224729968;6.000
1590;11565;25;7891224729975;6.000
1591;11566;25;7891224729982;6.000
1592;11567;25;7895265025652;6.000
1593;11568;25;7895265025669;6.000
1594;11569;25;7895265025676;6.000
1595;11570;25;7895265025683;6.000
1596;11571;25;7895265025690;6.000
1597;11572;25;7895265025706;6.000
1598;11573;25;7890541817938;6.000
1599;11574;25;7891109789605;6.000
1600;11575;25;7891109789612;6.000
1601;11576;25;7891109789629;6.000
1602;11577;25;7891109789636;6.000
1603;11578;25;7909690228790;6.000
1604;11579;25;7909690228806;6.000
1605;11580;25;7909690228714;6.000
1606;11581;25;7909690228721;6.000
1607;11582;25;7909690229179;6.000
1608;11583;25;7909690229186;6.000
1609;11584;25;7891109603949;6.000
1610;11585;25;7891109603956;6.000
1611;11586;25;7891109603963;6.000
1612;11587;25;7891109603970;6.000
1613;11588;25;7891109603987;6.000
1614;11589;25;7891109603994;6.000
1615;11590;25;7891109604007;6.000
1616;11591;25;7891109604014;6.000
1617;11592;25;7891109604021;6.000
1618;11593;25;7891109604038;6.000
1619;11594;25;7891109910146;6.000
1620;11595;25;7909690228875;6.000
1621;11596;25;7909690228882;6.000
1622;11597;25;7909690259367;0.000
1623;11598;25;7909690259381;0.000
1624;11599;25;7909690267980;0.000
1625;11600;25;7909690267997;0.000
1626;11601;25;7909690267935;0.000
1627;11602;25;7909690267959;0.000
1628;11603;25;7909690267898;0.000
1629;11604;25;7909690267904;0.000
1630;11605;25;7893249888224;0.000
1631;11606;25;7909690409663;0.000
